5-digit FIPS Code,County,State,2010 Prescribing Rate,State Abbreviation,Name,Release Year,Premature death raw value,Poor or fair health raw value,Poor physical health days raw value,Poor mental health days raw value,Low birthweight raw value,Adult smoking raw value,Adult obesity raw value,Binge drinking raw value,Motor vehicle crash deaths raw value,Chlamydia rate raw value,Teen births raw value,Uninsured adults raw value,Primary care provider rate per 100000 population,Ratio of population to primary care physicians,Preventable hospital stays raw value,Diabetes monitoring raw value,Hospice use raw value,High school graduation raw value,College degrees raw value,Unemployment raw value,Children in poverty raw value,Income inequality raw value,Inadequate social support raw value,Single-parent households raw value,Violent crime raw value,Homicides raw value,Air pollution-particulate matter days raw value,Air pollution-ozone days raw value,Access to healthy foods raw value,Liquor store density raw value
18147,"Spencer, IN",IN,30.0,IN,Spencer County,2010.0,7800.8,0.1602,3.51,2.93,0.0783,0.2532,0.29,0.1284,16.9,77.7,34.1,0.16,34.50825733,2897.857143,60.63215726,0.8708,,0.8993710690000001,0.177945402,0.051,0.119,37.1,0.1865,0.064531664,,4.9,10.0,0.0,0.266666667,0.983525941
18149,"Starke, IN",IN,146.8,IN,Starke County,2010.0,11362.5,0.2196,4.85,5.88,0.073,0.35100000000000003,0.28800000000000003,,33.6,73.7,61.4,0.147,29.92731937,3341.428571,113.9213469,0.7661,0.168491235,0.672672673,0.098484368,0.079,0.217,41.8,,0.097171381,,5.5,6.0,5.0,0.333333333,0.425133917
18151,"Steuben, IN",IN,106.3,IN,Steuben County,2010.0,6675.5,0.1789,3.38,4.64,0.0777,0.2911,0.292,0.2179,23.1,151.4,47.6,0.146,47.69996721,2096.4375,77.56512725,0.7901,0.249435238,0.786057692,0.182331932,0.07400000000000001,0.163,41.0,0.1527,0.098581806,,2.6,9.0,4.0,0.666666667,1.490090896
18153,"Sullivan, IN",IN,90.5,IN,Sullivan County,2010.0,9851.8,0.209,4.32,3.84,0.0978,0.3374,0.279,0.0959,18.5,51.1,45.7,0.142,27.89140945,3585.333333,138.5197219,0.7585,0.18571502,0.743083004,0.124815659,0.067,0.194,39.9,,0.068361513,,3.3,4.0,0.0,0.272727273,0.936022839
18155,"Switzerland, IN",IN,61.4,IN,Switzerland County,2010.0,10108.5,0.2502,5.52,6.01,0.0738,,0.28800000000000003,,25.7,174.9,41.9,0.16899999999999998,10.34447088,9667.0,114.6228494,0.7934,,0.604651163,0.08904482,0.05,0.232,43.6,,0.100985227,,1.5,1.0,5.0,0.2,0.0
18157,"Tippecanoe, IN",IN,83.9,IN,Tippecanoe County,2010.0,6618.7,0.1445,3.05,3.69,0.0656,0.2178,0.276,0.2039,11.0,344.5,22.9,0.231,78.00661138,1281.942623,63.87036717,0.8297,0.17404497600000002,0.775757576,0.349954062,0.047,0.16899999999999998,45.1,0.1396,0.102940689,,2.7,11.0,0.0,0.294117647,1.121788879
18159,"Tipton, IN",IN,90.3,IN,Tipton County,2010.0,7091.0,0.1128,2.47,2.4,0.0725,0.1237,0.289,0.0938,16.6,91.6,36.8,0.122,61.53088851,1625.2,105.1811436,0.7584,0.125460869,0.819742489,0.142030648,0.073,0.1,38.1,,0.074119854,,4.4,12.0,2.0,0.166666667,1.238313417
18161,"Union, IN",IN,67.5,IN,Union County,2010.0,9439.1,,4.17,3.94,0.0589,,0.29,0.1148,29.7,137.2,45.1,0.17600000000000002,70.26419337,1423.2,83.78900348,0.7922,0.271583378,0.73553719,0.128409639,0.062,0.171,43.9,,0.081472961,,0.0,5.0,4.0,0.333333333,2.787068005
18163,"Vanderburgh, IN",IN,157.0,IN,Vanderburgh County,2010.0,8257.6,0.1783,4.01,4.24,0.0874,0.2802,0.273,0.1621,12.7,453.4,45.2,0.127,111.8020297,894.4381443,66.08700194,0.8094,0.33360381,0.735159817,0.212493765,0.052000000000000005,0.2,45.5,0.2208,0.101690471,,5.3,10.0,15.0,0.162162162,1.263735948
18165,"Vermillion, IN",IN,125.1,IN,Vermillion County,2010.0,8376.1,0.2057,4.47,4.39,0.0721,,0.305,0.1673,35.5,108.1,40.1,0.132,12.16545012,8220.0,120.3288076,0.8056,0.13957024,0.7826086959999999,0.12743301,0.07200000000000001,0.15,45.2,,0.084541207,,5.2,2.0,0.0,0.333333333,1.822821728
18167,"Vigo, IN",IN,169.7,IN,Vigo County,2010.0,8598.6,0.1902,4.39,4.67,0.0742,0.2624,0.309,0.1498,13.3,284.4,40.8,0.136,117.8894906,848.2520324999998,101.5203932,0.8,0.215622405,0.709062003,0.228896843,0.065,0.229,45.3,0.2366,0.086625003,,5.3,11.0,4.0,0.28571428600000004,1.715936282
18169,"Wabash, IN",IN,107.9,IN,Wabash County,2010.0,8225.0,0.1642,3.49,2.49,0.081,0.3014,0.29,0.1559,13.8,110.3,42.0,0.11,44.80822082,2231.733333,60.29914564,0.8571,0.265283963,0.732142857,0.177073039,0.073,0.139,38.1,0.1364,0.102989784,,0.8,9.0,2.0,0.1,0.901144454
18171,"Warren, IN",IN,–,IN,Warren County,2010.0,7660.1,,3.54,2.48,0.0514,0.2174,0.299,0.0759,21.7,69.0,35.0,0.173,11.60227405,8619.0,94.01336156,0.6556,,0.8543689320000001,0.157808766,0.039,0.123,36.5,,0.07704631599999999,,1.7,1.0,0.0,0.5,1.165365342
18173,"Warrick, IN",IN,94.1,IN,Warrick County,2010.0,5506.9,0.1214,2.99,3.41,0.0751,0.191,0.289,0.1484,15.0,106.8,29.9,0.118,145.6624946,686.5185184999998,78.09291421,0.8634,0.323397434,0.8267716540000001,0.246567733,0.047,0.091,42.3,0.1826,0.082132299,,0.5,5.0,15.0,0.5,0.17804682600000002
18175,"Washington, IN",IN,115.1,IN,Washington County,2010.0,8161.2,0.2695,4.35,3.97,0.0659,0.4328,0.28300000000000003,0.1516,23.3,110.5,49.0,0.14400000000000002,47.08950629,2123.615385,88.98243123,0.7799,0.248672303,0.7396907220000001,0.094852981,0.067,0.197,42.4,,0.101717181,,1.6,4.0,2.0,0.5,1.0773540190000002
18177,"Wayne, IN",IN,129.7,IN,Wayne County,2010.0,8534.9,0.1803,4.3,4.71,0.0803,0.317,0.276,0.1117,13.7,199.0,57.7,0.14400000000000002,72.62902546,1376.86,97.83235755,0.7931,0.17391216199999998,0.623309053,0.14527949099999998,0.068,0.232,41.8,0.2158,0.096461146,,3.1,7.0,6.0,0.28571428600000004,1.750317245
18179,"Wells, IN",IN,72.0,IN,Wells County,2010.0,6093.5,0.1262,2.87,2.94,0.0753,0.2078,0.297,0.0699,18.5,85.1,30.3,0.12,86.48648649,1156.25,88.09046488,0.8831,0.351025704,0.834951456,0.13451911800000002,0.057,0.114,38.8,0.135,0.047632083,,1.0,10.0,2.0,0.222222222,1.075461552
18181,"White, IN",IN,88.9,IN,White County,2010.0,7753.2,0.1661,3.83,2.71,0.0623,0.2184,0.29100000000000004,0.0838,27.2,82.0,47.7,0.177,41.4027243,2415.3,86.95056756,0.8519,0.145153724,0.7077294690000001,0.113067317,0.058,0.142,38.5,0.1478,0.099346405,,0.6,7.0,1.0,0.222222222,2.085070892
18183,"Whitley, IN",IN,113.8,IN,Whitley County,2010.0,5993.0,0.1118,3.08,2.35,0.0735,0.2257,0.292,0.2141,17.2,144.4,38.6,0.133,34.38144652,2908.545455,74.79177448,0.7641,0.289914613,0.858361775,0.174420751,0.064,0.094,39.0,0.1301,0.054923652,,0.0,9.0,4.0,0.5,1.234949058
20001,"Allen, KS",KS,159.9,KS,Allen County,2010.0,10723.9,0.1696,3.53,2.99,0.068,0.2336,0.313,0.13699999999999998,30.8,175.5,55.8,0.111,7.339449541,13625.0,101.967229,0.7519,0.189121973,0.829493088,0.151743435,0.043,0.245,42.2,0.1516,0.08277056299999999,,2.1,2.0,0.0,0.14285714300000002,2.2179506140000003
20003,"Anderson, KS",KS,–,KS,Anderson County,2010.0,10096.0,0.1806,3.32,3.27,0.0779,0.198,0.281,0.1451,39.0,186.3,44.5,0.136,37.7405963,2649.666667,80.09607426,0.8429,0.290360337,0.760869565,0.116688038,0.048,0.17800000000000002,41.5,0.1262,0.060850668,,3.5,0.0,0.0,0.14285714300000002,5.060088552
20005,"Atchison, KS",KS,83.6,KS,Atchison County,2010.0,8918.2,0.1386,2.98,2.94,0.0761,0.2497,0.3,0.1925,25.6,244.8,45.2,0.104,54.32486268,1840.777778,85.16064808,0.8125,0.274783182,0.768041237,0.179951807,0.044,0.184,39.0,0.1418,0.08764940199999999,,0.9,0.0,0.0,0.166666667,1.80364336
20007,"Barber, KS",KS,127.8,KS,Barber County,2010.0,7721.2,0.0862,2.14,1.82,,0.1586,0.292,0.0988,40.0,80.4,23.4,0.177,41.41644233,2414.5,154.0149741,0.9091,0.251833775,0.901098901,0.21036752600000005,0.033,0.159,38.7,0.0816,0.055033557,,2.9,0.0,0.0,0.25,4.127115147
20009,"Barton, KS",KS,116.3,KS,Barton County,2010.0,7480.6,0.1343,3.42,2.84,0.0853,0.1969,0.303,0.1471,20.5,192.7,40.6,0.155,57.38880918,1742.5,73.99948941,0.8601,0.219539418,0.7906403940000001,0.166274295,0.033,0.177,42.4,0.1605,0.074343895,,4.1,0.0,0.0,0.428571429,1.798690553
20011,"Bourbon, KS",KS,99.0,KS,Bourbon County,2010.0,11673.4,0.2049,4.99,3.23,0.0617,0.2372,0.287,0.0984,35.9,254.2,63.5,0.105,53.89019872,1855.625,112.2533937,0.8854,0.213496573,0.771689498,0.17802308100000006,0.045,0.259,44.3,0.1879,0.079532543,,3.8,1.0,0.0,0.14285714300000002,1.348254011
20013,"Brown, KS",KS,13.1,KS,Brown County,2010.0,9401.6,0.179,2.81,2.32,0.0684,0.2101,0.298,0.0809,33.1,185.6,55.1,0.119,99.07856931,1009.3,119.3259524,0.7415,0.17719704100000006,0.6911764709999999,0.19039548,0.042,0.182,39.9,0.1215,0.086150996,,5.5,0.0,0.0,0.14285714300000002,2.965012848
20015,"Butler, KS",KS,101.3,KS,Butler County,2010.0,6626.3,0.1243,2.95,3.03,0.0717,0.2018,0.285,0.1164,19.5,158.4,34.1,0.117,50.34510759,1986.290323,77.70899869,0.8378,0.352642503,0.828900709,0.204153355,0.041,0.109,39.7,0.1444,0.079899661,,2.1,2.0,0.0,0.466666667,1.600563398
20017,"Chase, KS",KS,–,KS,Chase County,2010.0,9169.3,0.0661,2.58,0.6,,,0.297,0.1067,28.6,32.6,57.6,0.184,0.0,-3070.0,77.22748587,0.9333,,0.8979591840000001,0.196059587,0.037000000000000005,0.171,41.7,,0.061797753,,0.0,2.0,0.0,0.2,3.363605785
20019,"Chautauqua, KS",KS,19.2,KS,Chautauqua County,2010.0,10136.3,0.135,3.63,3.43,0.0909,,0.28800000000000003,0.0444,34.5,75.9,35.6,0.14800000000000002,24.98126405,4003.0,131.8263132,0.8983,,0.8620689659999999,0.123283192,0.046,0.193,46.3,,0.066258352,,6.9,1.0,0.0,0.2,2.5839793280000003
20021,"Cherokee, KS",KS,16.1,KS,Cherokee County,2010.0,10731.3,0.2078,3.66,3.35,0.0737,0.2113,0.294,0.1023,28.0,163.2,56.8,0.096,28.05180233,3564.833333,95.11605902,0.7007,0.366337255,0.752161383,0.112894451,0.05,0.253,41.3,0.1632,0.082704225,,2.6,1.0,0.0,0.444444444,1.870732392
20023,"Cheyenne, KS",KS,95.8,KS,Cheyenne County,2010.0,9616.0,0.1246,1.78,2.26,,0.1472,0.28,0.0663,48.0,0.0,,0.295,35.21126761,2840.0,126.5990861,0.9333,,0.8888888890000001,0.159503766,0.032,0.159,44.5,,0.052205882,,0.0,0.0,0.0,0.5,3.518648839
20025,"Clark, KS",KS,–,KS,Clark County,2010.0,8339.9,,3.08,3.5,,,0.28600000000000003,,49.9,45.3,,0.207,91.32420091,1095.0,127.6075265,,,0.739130435,0.220731707,0.031,0.16399999999999998,41.9,,0.056179775,,0.0,0.0,0.0,0.333333333,0.0
20027,"Clay, KS",KS,68.8,KS,Clay County,2010.0,6791.1,0.1079,2.77,2.58,0.0513,0.1711,0.29600000000000004,0.1466,21.5,197.1,35.2,0.134,93.6000936,1068.375,78.81534365,0.86,0.207190405,0.7466666670000001,0.16461998,0.033,0.147,42.4,0.0973,0.065247443,,1.7,3.0,0.0,0.2,1.164144354
20029,"Cloud, KS",KS,55.6,KS,Cloud County,2010.0,7934.1,0.1319,2.51,2.34,0.0534,0.1482,0.28300000000000003,0.1308,23.3,218.9,27.9,0.125,41.75365345,2395.0,107.1599662,0.8673,0.138473424,0.733870968,0.180344478,0.034,0.166,44.7,,0.060533269,,1.5,1.0,0.0,0.333333333,2.121115707
20031,"Coffey, KS",KS,–,KS,Coffey County,2010.0,7282.3,0.0755,2.0,2.12,0.0583,0.1585,0.292,0.1193,16.5,126.4,34.5,0.116,23.46866933,4261.0,163.54516769999995,0.8116,0.298047587,0.855072464,0.20111261,0.047,0.113,40.5,0.1194,0.070220694,,3.3,2.0,0.0,0.166666667,2.335902826
20033,"Comanche, KS",KS,–,KS,Comanche County,2010.0,10824.6,0.1033,3.11,2.7,,0.1004,0.285,,29.6,53.1,,0.222,0.0,-1884.0,129.29537779999998,0.9655,,1.0,0.151388889,0.03,0.112,43.0,,0.04587156,,0.0,0.0,0.0,0.333333333,0.0
20035,"Cowley, KS",KS,116.7,KS,Cowley County,2010.0,9272.2,0.1381,3.26,2.97,0.0763,0.2125,0.301,0.1087,25.1,294.9,44.0,0.119,63.84398851,1566.318182,67.9266756,0.8606,0.305765179,0.801011804,0.182664694,0.043,0.194,44.0,0.185,0.088254149,,4.0,1.0,0.0,0.222222222,2.632117685
20037,"Crawford, KS",KS,137.9,KS,Crawford County,2010.0,8488.6,0.1715,3.4,3.52,0.0845,0.2286,0.298,0.1507,27.8,360.0,42.3,0.122,57.15324864,1749.681818,110.9678527,0.8148,0.237223546,0.7806451609999999,0.238982689,0.051,0.219,44.8,0.159,0.080172859,,5.9,1.0,0.0,0.307692308,1.54986697
20039,"Decatur, KS",KS,140.0,KS,Decatur County,2010.0,5210.8,0.0846,2.98,1.98,,0.2502,0.29100000000000004,0.1164,21.9,32.1,,0.226,130.5057096,766.25,155.31651090000003,0.8444,,0.854166667,0.154094393,0.031,0.194,39.1,,0.049531459000000014,,0.0,0.0,0.0,0.25,3.3003300330000003
20041,"Dickinson, KS",KS,58.7,KS,Dickinson County,2010.0,6965.1,0.136,2.98,3.17,0.0632,0.234,0.29100000000000004,0.1958,26.3,176.0,35.3,0.126,52.99136241,1887.1,90.12547518,0.8362,0.181280811,0.84272997,0.151717847,0.038,0.123,39.5,0.1148,0.074149057,,1.5,4.0,0.0,0.375,1.581444386
20043,"Doniphan, KS",KS,–,KS,Doniphan County,2010.0,6690.9,0.1886,3.86,2.69,0.0591,0.2229,0.289,,32.1,241.6,24.3,0.147,25.90338039,3860.5,76.37451086,0.8158,0.37690406,0.900826446,0.147990726,0.052000000000000005,0.155,39.6,0.0865,0.076268516,,1.8,1.0,0.0,0.428571429,0.0
20045,"Douglas, KS",KS,80.0,KS,Douglas County,2010.0,5146.9,0.1077,2.97,2.89,0.0677,0.1779,0.252,0.2057,10.3,340.7,14.0,0.185,74.42677929,1343.60241,51.0484833,0.7985,0.403570603,0.8553274679999999,0.426835909,0.039,0.129,46.5,0.1479,0.074598555,,2.7,0.0,2.0,0.857142857,3.020638065
20047,"Edwards, KS",KS,–,KS,Edwards County,2010.0,4284.3,0.1333,4.15,2.08,0.0733,,0.28600000000000003,0.1105,30.3,95.6,58.8,0.21600000000000005,0.0,-3138.0,56.85591815,0.6842,0.3996174870000001,1.0,0.1627418,0.028,0.193,45.0,,0.06185567,,4.3,0.0,0.0,0.25,9.538950715
20049,"Elk, KS",KS,–,KS,Elk County,2010.0,10122.5,0.1675,5.03,2.78,0.0924,0.1795,0.289,0.0482,45.6,65.0,51.5,0.182,32.53090436,3074.0,109.5079374,0.8696,,0.75,0.1057774,0.055,0.275,44.6,,0.053824363,,9.1,1.0,0.0,0.0,3.281916639
20051,"Ellis, KS",KS,131.5,KS,Ellis County,2010.0,5492.6,0.1035,2.91,2.14,0.0717,0.1946,0.28800000000000003,0.2246,15.1,193.1,24.6,0.14400000000000002,55.39143279,1805.333333,94.52629454,0.7659,0.174257637,0.7854984890000001,0.292357784,0.029,0.108,46.0,0.1503,0.063432503,,1.0,0.0,0.0,0.28571428600000004,4.749205421
20053,"Ellsworth, KS",KS,76.1,KS,Ellsworth County,2010.0,6379.9,,2.55,2.84,0.0767,0.138,0.287,,38.1,31.6,24.2,0.126,31.98976328,3126.0,139.9104881,0.8283,,0.8888888890000001,0.163519313,0.033,0.136,38.1,0.1059,0.05925030200000001,,0.0,0.0,0.0,0.0,4.768717215
20055,"Finney, KS",KS,91.0,KS,Finney County,2010.0,5742.3,0.147,2.6,2.55,0.0722,0.2141,0.298,0.1742,20.7,268.6,80.7,0.182,41.95666124,2383.411765,62.40843227,0.8458,0.231869608,0.5923664120000001,0.142818526,0.033,0.228,40.7,0.2101,0.108047575,,4.7,0.0,0.0,0.333333333,3.898230204
20057,"Ford, KS",KS,90.0,KS,Ford County,2010.0,6350.2,0.1424,2.06,1.92,0.0713,0.1426,0.29,0.1096,21.4,216.1,77.6,0.197,73.38103100000002,1362.75,78.87515619,0.8,0.304355598,0.786561265,0.164340919,0.031,0.165,40.9,0.2421,0.092056764,,5.7,0.0,0.0,0.5,2.123335457
20059,"Franklin, KS",KS,138.7,KS,Franklin County,2010.0,7103.5,0.1443,3.18,2.58,0.0699,0.2169,0.303,0.1092,20.1,139.6,51.4,0.099,34.62737101,2887.888889,99.60268279,0.8909,0.32173498100000003,0.8186274509999999,0.16504792699999998,0.053,0.141,37.9,0.1444,0.086859924,,2.8,0.0,0.0,0.25,1.517853755
20061,"Geary, KS",KS,66.4,KS,Geary County,2010.0,9492.0,0.1563,3.3,2.58,0.0884,0.2543,0.281,0.1328,16.2,1559.5,83.9,0.138,42.38485448,2359.333333,84.80521142,0.8028,,0.429245283,0.17136687,0.046,0.181,42.4,0.1808,0.111111111,,7.0,5.0,0.0,0.333333333,2.357471219
20063,"Gove, KS",KS,–,KS,Gove County,2010.0,5746.5,0.0527,2.07,3.55,,0.1483,0.28300000000000003,0.0913,24.8,0.0,,0.249,183.6210062,544.6,189.3214266,0.6176,,0.886792453,0.184433962,0.027000000000000003,0.16899999999999998,43.7,,0.034538152999999995,,0.0,0.0,0.0,0.2,3.694126339
20065,"Graham, KS",KS,159.7,KS,Graham County,2010.0,10016.2,0.1335,1.85,3.09,,0.2052,0.281,0.0896,66.8,37.4,34.5,0.206,75.15971439,1330.5,195.366201,0.8636,,0.853658537,0.174117647,0.033,0.17600000000000002,46.3,0.1474,0.045130641,,5.1,0.0,0.0,0.25,3.77786173
20067,"Grant, KS",KS,–,KS,Grant County,2010.0,6480.3,0.2214,2.7,2.38,0.0627,0.2403,0.3,0.1504,26.1,158.9,69.4,0.19,40.17139797,2489.333333,141.79741909999996,0.9099,,0.553846154,0.152164686,0.028,0.163,38.1,0.2,0.070386579,,0.0,0.0,0.0,1.0,4.011767852
20069,"Gray, KS",KS,20.5,KS,Gray County,2010.0,6962.2,0.1358,2.47,1.26,0.0635,0.1649,0.295,0.1128,41.2,102.5,42.0,0.256,33.86960203,2952.5,51.15260089,,,0.7875,0.16317873300000002,0.025,0.121,42.3,0.1812,0.05721271400000001,,0.0,0.0,0.0,0.2,3.481288077
20071,"Greeley, KS",KS,171.9,KS,Greeley County,2010.0,,,,,,,0.301,,40.3,0.0,,0.255,75.93014427,1317.0,121.8806287,1.0,,1.0,0.173957274,0.038,0.17600000000000002,47.7,,0.03986711,,0.0,0.0,0.0,1.0,7.776049767000001
20073,"Greenwood, KS",KS,–,KS,Greenwood County,2010.0,7730.0,0.1443,3.92,2.57,0.0646,0.1881,0.285,0.1231,26.9,84.9,51.5,0.127,27.73155851,3606.0,157.90607749999995,0.7681,0.335911557,0.8191489359999999,0.14486243699999998,0.051,0.208,42.1,0.1243,0.064007421,,7.7,2.0,0.0,0.222222222,4.293073841
20075,"Hamilton, KS",KS,67.3,KS,Hamilton County,2010.0,9880.8,0.1124,4.37,2.91,0.0678,,0.294,,32.4,154.2,71.0,0.28300000000000003,39.04724717,2561.0,91.89407499,0.8421,,0.790697674,0.17371163899999995,0.033,0.172,41.5,,0.07305502900000001,,10.8,0.0,0.0,0.333333333,7.71307366
20077,"Harper, KS",KS,7.0,KS,Harper County,2010.0,13088.1,0.1361,3.67,2.27,0.0611,0.2494,0.293,0.0698,53.1,117.6,44.1,0.179,67.00167504,1492.5,120.3048419,0.9221,0.270490666,0.738317757,0.139623487,0.03,0.177,42.4,,0.05986296400000001,,2.3,0.0,0.0,0.428571429,3.405414609
20079,"Harvey, KS",KS,93.5,KS,Harvey County,2010.0,6650.8,0.1216,2.12,2.24,0.0688,0.1203,0.279,0.1088,25.8,145.6,36.4,0.124,107.7941132,927.6944444,63.67854145,0.88,0.388834179,0.8008658009999999,0.229532851,0.037000000000000005,0.116,38.3,0.1136,0.06788013700000001,,0.9,3.0,0.0,0.428571429,1.799424184
20081,"Haskell, KS",KS,–,KS,Haskell County,2010.0,9237.4,0.1326,3.45,1.49,0.055,,0.292,,51.3,95.9,53.6,0.268,48.32085045,2069.5,122.712273,0.88,,0.8205128209999999,0.175249501,0.026,0.166,42.4,,0.054017556,,0.0,0.0,0.0,0.5,2.470355731
20083,"Hodgeman, KS",KS,–,KS,Hodgeman County,2010.0,,,,1.99,,0.0054,0.303,,47.9,48.3,,0.21600000000000005,49.43153732,2023.0,124.1792291,,,0.9,0.196947674,0.033,0.134,39.7,,0.052763819,,0.0,0.0,0.0,0.5,0.0
20085,"Jackson, KS",KS,56.8,KS,Jackson County,2010.0,7432.2,0.1455,3.73,2.42,0.0655,0.2449,0.281,0.1258,30.8,148.1,35.6,0.121,52.38344683,1909.0,92.79695245,0.7909,0.320868793,0.863849765,0.15422946,0.054000000000000006,0.154,40.8,0.1694,0.074042733,,5.5,2.0,0.0,0.222222222,1.493986704
20087,"Jefferson, KS",KS,14.7,KS,Jefferson County,2010.0,7938.2,0.1526,3.61,2.61,0.0707,0.1912,0.299,0.1587,33.9,111.4,33.3,0.135,32.2147651,3104.166667,46.81370374,0.8634,0.369270367,0.8888888890000001,0.17943432,0.05,0.102,38.1,0.1072,0.067203514,,1.5,0.0,0.0,0.444444444,2.168726957
20089,"Jewell, KS",KS,–,KS,Jewell County,2010.0,7511.6,0.1181,2.91,3.01,,0.1042,0.287,0.0511,37.2,30.1,,0.214,30.67484663,3260.0,104.85897959999998,0.8261,0.367411112,0.880952381,0.137955683,0.031,0.188,42.5,,0.035988201000000004,,0.0,0.0,0.0,0.28571428600000004,0.0
20091,"Johnson, KS",KS,78.1,KS,Johnson County,2010.0,4677.3,0.0835,2.34,2.34,0.0618,0.1558,0.23,0.1665,8.5,189.7,20.0,0.08900000000000001,137.0708377,729.5497836000002,62.29368583,0.8252,0.448043799,0.892050874,0.4773669920000001,0.044,0.054000000000000006,41.2,0.1262,0.06326402,,1.9,0.0,8.0,0.5,1.568269076
20093,"Kearny, KS",KS,54.9,KS,Kearny County,2010.0,6307.0,0.1357,1.84,3.15,0.0675,,0.295,,45.6,223.8,62.9,0.244,46.47920056,2151.5,61.38799675,0.8413,,0.767676768,0.150077161,0.032,0.17,38.2,,0.08819714699999999,,0.0,0.0,0.0,0.5,2.360160491
20095,"Kingman, KS",KS,–,KS,Kingman County,2010.0,5352.1,0.1708,3.05,2.29,0.0793,0.1764,0.289,0.1363,36.0,75.2,23.6,0.134,0.0,-7975.0,94.30698793,0.8571,0.269977169,0.751592357,0.178171802,0.034,0.16,41.7,0.1377,0.061109463,,0.0,0.0,0.0,0.28571428600000004,5.040322581
20097,"Kiowa, KS",KS,–,KS,Kiowa County,2010.0,7435.0,0.0392,0.76,1.53,,0.1028,0.285,0.0412,27.7,67.4,,0.165,33.51206434,2984.0,70.47800709,0.8966,0.581631082,0.964912281,0.188594522,0.037000000000000005,0.173,41.1,,0.051282051,,4.6,0.0,0.0,0.333333333,0.0
20099,"Labette, KS",KS,93.8,KS,Labette County,2010.0,9653.7,0.2211,3.0,2.8,0.0867,0.199,0.308,0.13,28.9,234.2,54.1,0.092,86.63930689,1154.210526,83.18657475,0.7699,0.29825217800000003,0.7910863509999999,0.158792564,0.05,0.197,40.6,0.2083,0.093974331,,5.1,1.0,0.0,0.5,3.1841339160000004
20101,"Lane, KS",KS,–,KS,Lane County,2010.0,,0.0675,3.33,2.73,,,0.29,,29.3,55.6,,0.209,54.70459519,1828.0,143.2218992,0.7742,,1.0,0.185110664,0.036000000000000004,0.16399999999999998,40.8,,0.05714285700000001,,14.6,0.0,0.0,0.5,5.672149745
20103,"Leavenworth, KS",KS,53.3,KS,Leavenworth County,2010.0,6582.4,0.1135,2.65,2.27,0.0737,0.2064,0.278,0.1468,14.9,207.8,33.6,0.094,45.98534043,2174.606061,89.92147102,0.7511,0.440235125,0.82869379,0.230800143,0.054000000000000006,0.106,37.1,0.1341,0.08551861599999999,,3.0,0.0,8.0,0.428571429,1.653097491
20105,"Lincoln, KS",KS,–,KS,Lincoln County,2010.0,7985.9,0.1209,1.5,2.8,,,0.287,,49.8,29.4,29.9,0.266,59.43536404,1682.5,185.239621,0.8367,,0.814814815,0.174254317,0.037000000000000005,0.173,38.7,,0.06147809,,4.1,2.0,0.0,0.25,6.093845216
20107,"Linn, KS",KS,–,KS,Linn County,2010.0,7715.3,0.1563,2.66,2.65,0.0824,0.2696,0.285,0.0377,45.5,0.0,36.7,0.14400000000000002,20.33967253,4916.5,87.99122511,0.8503,0.257038587,0.8742857140000001,0.126644234,0.062,0.194,40.2,0.1824,0.054110848,,1.5,0.0,2.0,0.5,2.02122284
20109,"Logan, KS",KS,75.4,KS,Logan County,2010.0,5326.6,0.1002,3.21,2.63,,,0.28800000000000003,0.0959,35.0,0.0,,0.196,0.0,-2675.0,165.1518895,0.8478,,0.962962963,0.175413022,0.026,0.13,41.4,,0.048270314,,0.0,0.0,0.0,0.333333333,3.756574005
20111,"Lyon, KS",KS,92.7,KS,Lyon County,2010.0,6681.9,0.1335,3.78,2.76,0.0682,0.1745,0.3,0.1367,20.7,296.9,42.5,0.155,67.19865603,1488.125,88.14439523,0.8075,0.413593093,0.709233792,0.229972275,0.054000000000000006,0.212,41.2,0.2052,0.084654152,,6.0,2.0,0.0,0.125,1.959796181
20113,"McPherson, KS",KS,75.4,KS,McPherson County,2010.0,6555.3,0.103,2.7,2.08,0.0688,0.1348,0.289,0.1317,23.9,129.3,27.9,0.108,71.848912,1391.809524,82.13469618,0.8665,0.232786953,0.855329949,0.221878604,0.034,0.095,39.9,0.1308,0.056849621,,0.0,3.0,0.0,0.5555555560000001,1.720933434
20115,"Marion, KS",KS,39.5,KS,Marion County,2010.0,7422.1,0.1341,2.59,2.83,0.0706,0.155,0.289,0.1464,40.8,86.2,20.6,0.15,39.61023529,2524.6,74.26140086,0.9505,0.301269403,0.8952879579999999,0.178888889,0.035,0.118,38.7,0.1134,0.050058663,,0.0,3.0,0.0,0.333333333,2.4201355280000003
20117,"Marshall, KS",KS,20.4,KS,Marshall County,2010.0,6787.2,0.2185,3.52,2.8,0.0568,0.2211,0.301,0.1315,34.0,87.0,29.5,0.146,38.96736483,2566.25,82.15959686,0.6796,0.251732945,0.889570552,0.13230563,0.034,0.126,41.6,0.1839,0.049349484000000006,,0.0,2.0,0.0,0.454545455,2.9423303260000004
20119,"Meade, KS",KS,–,KS,Meade County,2010.0,4625.5,0.1462,2.1,3.45,0.0614,0.1837,0.29100000000000004,0.1462,53.3,43.9,36.1,0.244,66.40106242,1506.0,150.6586373,0.8824,,0.8035714290000001,0.196198235,0.028,0.147,40.2,,0.048611111,,0.0,0.0,0.0,0.333333333,0.0
